Courses by Dept w Enrlmt,3774,,,,,,,,,,
Acad Org,Current Status,Course ID,Subject,Catalog,Section,Term,Term2,Title,Tot Enrl,Component,Instructor
16300,Active,8905,MA,810,22,4186,Summer 2018,"Thesis, Dissertation or Sp Pro",0,THE,"Fulton,Scott R"
16300,Active,8905,MA,810,22,4189,Fall 2018,"Thesis, Dissertation or Sp Pro",0,THE,"Fulton,Scott R"
16300,Active,8905,MA,810,22,4192,Spring 2019,"Thesis, Dissertation or Sp Pro",0,THE,"Fulton,Scott R"
16300,Active,8905,MA,810,22,4196,Summer 2019,"Thesis, Dissertation or Sp Pro",0,THE,"Fulton,Scott R"
16300,Active,8905,MA,810,22,4199,Fall 2019,"Thesis, Dissertation or Sp Pro",0,THE,"Fulton,Scott R"
16300,Active,8905,MA,810,22,4202,Spring 2020,"Thesis, Dissertation or Sp Pro",0,THE,"Fulton,Scott R"
16300,Active,8905,MA,810,22,4206,Summer 2020,"Thesis, Dissertation or Sp Pro",0,THE,"Fulton,Scott R"
16300,Active,8905,MA,810,22,4209,Fall 2020,"Thesis, Dissertation or Sp Pro",0,THE,"Fulton,Scott R"
16300,Active,8905,MA,810,22,4212,Spring 2021,"Thesis, Dissertation or Sp Pro",0,THE,"Fulton,Scott R"
16300,Active,10506,MA,180,11,4149,Fall 2014,Intro College Mathematics,21,DIS,"Galgano,Carrie L."
16300,Active,10506,MA,180,12,4152,Spring 2015,Intro College Mathematics,19,DIS,"Galgano,Carrie L."
16300,Active,10506,MA,180,16,4149,Fall 2014,Intro College Mathematics,13,DIS,"Galgano,Carrie L."
16300,Active,10507,MA,181,12,4152,Spring 2015,Basic Calculus,20,DIS,"Galgano,Carrie L."
16300,Active,10507,MA,181,14,4152,Spring 2015,Basic Calculus,20,DIS,"Galgano,Carrie L."
16300,Active,10507,MA,181,15,4152,Spring 2015,Basic Calculus,10,DIS,"Galgano,Carrie L."
16300,Active,10507,MA,181,16,4152,Spring 2015,Basic Calculus,3,DIS,"Galgano,Carrie L."
16300,Active,8732,MA,131,1,4162,Spring 2016,Calculus I,61,LEC,"Kavanagh,Kathleen R"
16300,Active,8733,MA,132,30,4189,Fall 2018,Calculus II,19,DIS,"Galluzzo,Benjamin Jason"
16300,Active,8733,MA,132,31,4189,Fall 2018,Calculus II,20,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,1,4199,Fall 2019,Intro College Mathematics,78,LEC,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,1,4209,Fall 2020,Intro College Mathematics,75,LEC,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,2,4189,Fall 2018,Intro College Mathematics,80,LEC,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,11,4199,Fall 2019,Intro College Mathematics,12,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,11,4209,Fall 2020,Intro College Mathematics,16,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,12,4199,Fall 2019,Intro College Mathematics,25,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,12,4209,Fall 2020,Intro College Mathematics,18,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,13,4199,Fall 2019,Intro College Mathematics,25,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,13,4209,Fall 2020,Intro College Mathematics,20,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,14,4199,Fall 2019,Intro College Mathematics,16,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,14,4209,Fall 2020,Intro College Mathematics,12,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,15,4209,Fall 2020,Intro College Mathematics,9,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,21,4189,Fall 2018,Intro College Mathematics,26,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,22,4189,Fall 2018,Intro College Mathematics,26,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10506,MA,180,23,4189,Fall 2018,Intro College Mathematics,28,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10507,MA,181,2,4192,Spring 2019,Basic Calculus,70,LEC,"Galluzzo,Benjamin Jason"
16300,Active,10507,MA,181,2,4202,Spring 2020,Basic Calculus,77,LEC,"Galluzzo,Benjamin Jason"
16300,Active,10507,MA,181,21,4192,Spring 2019,Basic Calculus,19,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10507,MA,181,21,4202,Spring 2020,Basic Calculus,30,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10507,MA,181,22,4192,Spring 2019,Basic Calculus,30,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10507,MA,181,22,4202,Spring 2020,Basic Calculus,30,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10507,MA,181,23,4192,Spring 2019,Basic Calculus,21,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10507,MA,181,23,4202,Spring 2020,Basic Calculus,17,DIS,"Galluzzo,Benjamin Jason"
16300,Active,10507,MA,181,D1,4206,Summer 2020,Basic Calculus,5,LEC,"Galluzzo,Benjamin Jason"
16300,Active,11229,MA,200,1,4202,Spring 2020,Intro Math Modeling & Software,24,LEC,"Galluzzo,Benjamin Jason"
16300,Active,11229,MA,200,1,4209,Fall 2020,Intro Math Modeling & Software,23,LEC,"Galluzzo,Benjamin Jason"
16300,Active,11229,MA,200,1,4212,Spring 2021,Intro Math Modeling & Software,22,LEC,"Galluzzo,Benjamin Jason"
16300,Active,11229,MA,200,1,4219,Fall 2021,Intro Math Modeling & Software,23,LEC,"Galluzzo,Benjamin Jason"
16300,Active,11229,MA,200,1,4222,Spring 2022,Intro Math Modeling & Software,0,LEC,"Galluzzo,Benjamin Jason"
16300,Active,8822,MA,497,87,4192,Spring 2019,Undergraduate Research,1,RSC,"Galluzzo,Benjamin Jason"
16300,Active,8822,MA,497,87,4202,Spring 2020,Undergraduate Research,0,RSC,"Galluzzo,Benjamin Jason"
16300,Active,8822,MA,497,87,4212,Spring 2021,Undergraduate Research,0,RSC,"Galluzzo,Benjamin Jason"
16300,Active,8822,MA,497,87,4222,Spring 2022,Undergraduate Research,0,RSC,"Galluzzo,Benjamin Jason"
16300,Active,8742,MA,231,11,4192,Spring 2019,Calculus III,25,DIS,"Garcia Jimenez,Andres"
16300,Active,8742,MA,231,12,4189,Fall 2018,Calculus III,26,DIS,"Garcia Jimenez,Andres"
16300,Active,8742,MA,231,24,4202,Spring 2020,Calculus III,16,DIS,"Garcia Jimenez,Andres"
16300,Active,8742,MA,231,32,4182,Spring 2018,Calculus III,17,DIS,"Garcia Jimenez,Andres"
16300,Active,8742,MA,231,34,4202,Spring 2020,Calculus III,17,DIS,"Garcia Jimenez,Andres"
16300,Active,8743,MA,232,31,4179,Fall 2017,Elementary Differential Eq,7,DIS,"Gardell,Peter"
16300,Active,8747,STAT,282,13,4192,Spring 2019,General Statistics,14,DIS,"Garofalo,Johnathan T"
16300,Active,8742,MA,231,11,4159,Fall 2015,Calculus III,26,DIS,"Gibson,Mitchell"
16300,Active,8742,MA,231,21,4149,Fall 2014,Calculus III,28,DIS,"Gibson,Mitchell"
16300,Active,8742,MA,231,23,4152,Spring 2015,Calculus III,17,DIS,"Gibson,Mitchell"
16300,Active,8742,MA,231,34,4172,Spring 2017,Calculus III,11,DIS,"Gibson,Mitchell"
16300,Active,8747,STAT,282,1,4172,Spring 2017,General Statistics,39,LEC,"Giffin,Adom Domonic"
16300,Active,8747,STAT,282,1,4179,Fall 2017,General Statistics,79,LEC,"Giffin,Adom Domonic"
16300,Active,8747,STAT,282,11,4172,Spring 2017,General Statistics,11,DIS,"Giffin,Adom Domonic"
16300,Active,8747,STAT,282,11,4179,Fall 2017,General Statistics,24,DIS,"Giffin,Adom Domonic"
16300,Active,8747,STAT,282,12,4172,Spring 2017,General Statistics,17,DIS,"Giffin,Adom Domonic"
16300,Active,8747,STAT,282,12,4179,Fall 2017,General Statistics,25,DIS,"Giffin,Adom Domonic"
16300,Active,8747,STAT,282,13,4172,Spring 2017,General Statistics,11,DIS,"Giffin,Adom Domonic"
16300,Active,8747,STAT,282,13,4179,Fall 2017,General Statistics,11,DIS,"Giffin,Adom Domonic"
16300,Active,8747,STAT,282,14,4179,Fall 2017,General Statistics,15,DIS,"Giffin,Adom Domonic"
16300,Active,8747,STAT,282,15,4179,Fall 2017,General Statistics,4,DIS,"Giffin,Adom Domonic"
16300,Active,8748,MA,300,1,4149,Fall 2014,Sem in Actuarial Mathematics,7,SEM,"Giffin,Adom Domonic"
16300,Active,8748,MA,300,1,4159,Fall 2015,Sem in Actuarial Mathematics,8,SEM,"Giffin,Adom Domonic"
16300,Active,8748,MA,300,1,4169,Fall 2016,Sem in Actuarial Mathematics,3,SEM,"Giffin,Adom Domonic"
16300,Active,8777,MA,381,1,4149,Fall 2014,Probability,15,LEC,"Giffin,Adom Domonic"
16300,Active,8777,MA,381,1,4159,Fall 2015,Probability,15,LEC,"Giffin,Adom Domonic"
16300,Active,8777,MA,381,1,4169,Fall 2016,Probability,17,LEC,"Giffin,Adom Domonic"
16300,Active,8777,MA,381,1,4179,Fall 2017,Probability,26,LEC,"Giffin,Adom Domonic"
16300,Active,11182,STAT,381,1,4149,Fall 2014,Probability,16,LEC,"Giffin,Adom Domonic"
16300,Active,11182,STAT,381,1,4159,Fall 2015,Probability,6,LEC,"Giffin,Adom Domonic"
16300,Active,11182,STAT,381,1,4169,Fall 2016,Probability,17,LEC,"Giffin,Adom Domonic"
16300,Active,11182,STAT,381,1,4179,Fall 2017,Probability,14,LEC,"Giffin,Adom Domonic"
16300,Active,11184,STAT,382,1,4172,Spring 2017,Mathematical Statistics,12,LEC,"Giffin,Adom Domonic"
16300,Active,8779,STAT,383,1,4152,Spring 2015,Probability and Statistics,89,LEC,"Giffin,Adom Domonic"
16300,Active,8779,STAT,383,1,4159,Fall 2015,Probability and Statistics,90,LEC,"Giffin,Adom Domonic"
16300,Active,8779,STAT,383,1,4162,Spring 2016,Probability and Statistics,100,LEC,"Giffin,Adom Domonic"
16300,Active,8779,STAT,383,1,4182,Spring 2018,Probability and Statistics,67,LEC,"Giffin,Adom Domonic"
16300,Active,8779,STAT,383,2,4152,Spring 2015,Probability and Statistics,89,LEC,"Giffin,Adom Domonic"
16300,Active,8779,STAT,383,2,4162,Spring 2016,Probability and Statistics,100,LEC,"Giffin,Adom Domonic"
16300,Active,8779,STAT,383,3,4182,Spring 2018,Probability and Statistics,82,LEC,"Giffin,Adom Domonic"
16300,Active,11982,STAT,385,1,4149,Fall 2014,Bayesian Data Analysis,11,LEC,"Giffin,Adom Domonic"
16300,Active,11346,STAT,409,87,4149,Fall 2014,DS in Probability & Statistics,0,IND,"Giffin,Adom Domonic"
16300,Active,11346,STAT,409,87,4152,Spring 2015,DS in Probability & Statistics,0,IND,"Giffin,Adom Domonic"
16300,Active,11346,STAT,409,87,4159,Fall 2015,DS in Probability & Statistics,0,IND,"Giffin,Adom Domonic"
16300,Active,11346,STAT,409,87,4162,Spring 2016,DS in Probability & Statistics,0,IND,"Giffin,Adom Domonic"
16300,Active,11346,STAT,409,87,4169,Fall 2016,DS in Probability & Statistics,0,IND,"Giffin,Adom Domonic"
16300,Active,11346,STAT,409,87,4172,Spring 2017,DS in Probability & Statistics,0,IND,"Giffin,Adom Domonic"
16300,Active,8819,STAT,488,87,4149,Fall 2014,Statistics Projects,1,IND,"Giffin,Adom Domonic"
16300,Active,8819,STAT,488,87,4152,Spring 2015,Statistics Projects,1,IND,"Giffin,Adom Domonic"
16300,Active,8819,STAT,488,87,4159,Fall 2015,Statistics Projects,0,IND,"Giffin,Adom Domonic"
16300,Active,8819,STAT,488,87,4162,Spring 2016,Statistics Projects,1,IND,"Giffin,Adom Domonic"
16300,Active,8819,STAT,488,87,4169,Fall 2016,Statistics Projects,0,IND,"Giffin,Adom Domonic"
16300,Active,8819,STAT,488,87,4172,Spring 2017,Statistics Projects,0,IND,"Giffin,Adom Domonic"
16300,Active,8819,STAT,488,87,4179,Fall 2017,Statistics Projects,1,IND,"Giffin,Adom Domonic"
16300,Active,8819,STAT,488,87,4182,Spring 2018,Statistics Projects,0,IND,"Giffin,Adom Domonic"
16300,Active,8847,MA,581,1,4149,Fall 2014,Probability,1,LEC,"Giffin,Adom Domonic"
16300,Active,8847,MA,581,1,4159,Fall 2015,Probability,1,LEC,"Giffin,Adom Domonic"
16300,Active,8847,MA,581,1,4169,Fall 2016,Probability,0,LEC,"Giffin,Adom Domonic"
16300,Active,8847,MA,581,1,4179,Fall 2017,Probability,0,LEC,"Giffin,Adom Domonic"
16300,Active,11183,STAT,581,1,4149,Fall 2014,Probability,0,LEC,"Giffin,Adom Domonic"
16300,Active,11183,STAT,581,1,4159,Fall 2015,Probability,0,LEC,"Giffin,Adom Domonic"
16300,Active,11183,STAT,581,1,4169,Fall 2016,Probability,0,LEC,"Giffin,Adom Domonic"
16300,Active,11183,STAT,581,1,4179,Fall 2017,Probability,1,LEC,"Giffin,Adom Domonic"
16300,Active,11185,STAT,582,1,4172,Spring 2017,Mathematical Statistics I,2,LEC,"Giffin,Adom Domonic"
16300,Active,11705,STAT,585,1,4149,Fall 2014,Bayesian Data Analysis,9,LEC,"Giffin,Adom Domonic"
16300,Active,11705,STAT,585,1,4169,Fall 2016,Bayesian Data Analysis,2,LEC,"Giffin,Adom Domonic"
16300,Active,11347,STAT,709,87,4149,Fall 2014,DS in Probability & Stats,0,IND,"Giffin,Adom Domonic"
16300,Active,11347,STAT,709,87,4152,Spring 2015,DS in Probability & Stats,0,IND,"Giffin,Adom Domonic"
16300,Active,11347,STAT,709,87,4159,Fall 2015,DS in Probability & Stats,1,IND,"Giffin,Adom Domonic"
16300,Active,11347,STAT,709,87,4162,Spring 2016,DS in Probability & Stats,0,IND,"Giffin,Adom Domonic"
16300,Active,11347,STAT,709,87,4169,Fall 2016,DS in Probability & Stats,0,IND,"Giffin,Adom Domonic"
16300,Active,11347,STAT,709,87,4172,Spring 2017,DS in Probability & Stats,0,IND,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4146,Summer 2014,"Thesis, Dissertation or Sp Pro",0,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4149,Fall 2014,"Thesis, Dissertation or Sp Pro",1,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4152,Spring 2015,"Thesis, Dissertation or Sp Pro",0,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4156,Summer 2015,"Thesis, Dissertation or Sp Pro",1,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4159,Fall 2015,"Thesis, Dissertation or Sp Pro",1,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4162,Spring 2016,"Thesis, Dissertation or Sp Pro",2,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4166,Summer 2016,"Thesis, Dissertation or Sp Pro",1,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4169,Fall 2016,"Thesis, Dissertation or Sp Pro",2,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4172,Spring 2017,"Thesis, Dissertation or Sp Pro",2,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4176,Summer 2017,"Thesis, Dissertation or Sp Pro",0,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4179,Fall 2017,"Thesis, Dissertation or Sp Pro",0,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4182,Spring 2018,"Thesis, Dissertation or Sp Pro",0,THE,"Giffin,Adom Domonic"
16300,Active,8905,MA,810,87,4186,Summer 2018,"Thesis, Dissertation or Sp Pro",0,THE,"Giffin,Adom Domonic"
16300,Active,8743,MA,232,32,4192,Spring 2019,Elementary Differential Eq,31,DIS,"Gillette,Joshua Taylor"
16300,Active,8905,MA,810,19,4149,Fall 2014,"Thesis, Dissertation or Sp Pro",0,THE,"Glasser,M Lawrence"
16300,Active,8905,MA,810,19,4159,Fall 2015,"Thesis, Dissertation or Sp Pro",0,THE,"Glasser,M Lawrence"
16300,Active,10506,MA,180,21,4189,Fall 2018,Intro College Mathematics,26,DIS,"Gleim,Austin S"
16300,Active,8747,STAT,282,14,4179,Fall 2017,General Statistics,15,DIS,"Godin,Benjamin T"
16300,Active,8742,MA,231,32,4202,Spring 2020,Calculus III,26,DIS,"Goebel,Kristen A"
16300,Active,8742,MA,231,33,4202,Spring 2020,Calculus III,18,DIS,"Goebel,Kristen A"
16300,Active,10507,MA,181,12,4172,Spring 2017,Basic Calculus,30,DIS,"Gohl,Christine Marie"
16300,Active,10507,MA,181,14,4162,Spring 2016,Basic Calculus,27,DIS,"Gohl,Christine Marie"
16300,Active,10507,MA,181,14,4172,Spring 2017,Basic Calculus,11,DIS,"Gohl,Christine Marie"
16300,Active,8747,STAT,282,14,4169,Fall 2016,General Statistics,23,DIS,"Goncalves,Beltino"
16300,Active,11398,STAT,318,30,4172,Spring 2017,Biostatistics,24,LAB,"Goncalves,Beltino"
16300,Active,8743,MA,232,12,4192,Spring 2019,Elementary Differential Eq,21,DIS,"Gordon,Joshua"
16300,Active,8743,MA,232,41,4189,Fall 2018,Elementary Differential Eq,11,DIS,"Gordon,Joshua"
16300,Active,8732,MA,131,81,4159,Fall 2015,Calculus I,16,DIS,"Granger,Leah"
16300,Active,8732,MA,131,82,4159,Fall 2015,Calculus I,9,DIS,"Granger,Leah"
16300,Active,8733,MA,132,71,4162,Spring 2016,Calculus II,18,DIS,"Granger,Leah"
16300,Active,8743,MA,232,23,4152,Spring 2015,Elementary Differential Eq,24,DIS,"Granger,Leah"
16300,Active,8743,MA,232,24,4149,Fall 2014,Elementary Differential Eq,29,DIS,"Granger,Leah"
16300,Active,8742,MA,231,11,4162,Spring 2016,Calculus III,27,DIS,"Grassi,Haley C"
16300,Active,8742,MA,231,16,4149,Fall 2014,Calculus III,29,DIS,"Grassi,Haley C"
16300,Active,8742,MA,231,24,4152,Spring 2015,Calculus III,26,DIS,"Grassi,Haley C"
16300,Active,8742,MA,231,32,4152,Spring 2015,Calculus III,15,DIS,"Grassi,Haley C"
16300,Active,8743,MA,232,12,4189,Fall 2018,Elementary Differential Eq,6,DIS,"Green,Austin David"
16300,Active,8733,MA,132,1,4162,Spring 2016,Calculus II,86,LEC,"Martin,Christopher J."
16300,Active,8732,MA,131,21,4219,Fall 2021,Calculus I,21,DIS,"Greene,James Clarkson"
16300,Active,8732,MA,131,22,4219,Fall 2021,Calculus I,22,DIS,"Greene,James Clarkson"
16300,Active,8732,MA,131,23,4219,Fall 2021,Calculus I,20,DIS,"Greene,James Clarkson"
16300,Active,8732,MA,131,24,4219,Fall 2021,Calculus I,19,DIS,"Greene,James Clarkson"
16300,Active,11398,STAT,318,1,4222,Spring 2022,Biostatistics,0,LEC,"Greene,James Clarkson"
16300,Active,8760,MA,321,1,4219,Fall 2021,Advanced Calculus I,8,LEC,"Greene,James Clarkson"
16300,Active,8761,MA,322,1,4222,Spring 2022,Advanced Calculus II,0,LEC,"Greene,James Clarkson"
16300,Active,8762,MA,330,1,4199,Fall 2019,Adv Engineering Mathematics,61,LEC,"Greene,James Clarkson"
16300,Active,8762,MA,330,01A,4209,Fall 2020,Adv Engineering Mathematics,49,LEC,"Greene,James Clarkson"
16300,Active,8762,MA,330,01B,4209,Fall 2020,Adv Engineering Mathematics,39,LEC,"Greene,James Clarkson"
16300,Active,8762,MA,330,2,4199,Fall 2019,Adv Engineering Mathematics,57,LEC,"Greene,James Clarkson"
16300,Active,8762,MA,330,11,4199,Fall 2019,Adv Engineering Mathematics,61,DIS,"Greene,James Clarkson"
16300,Active,8762,MA,330,11,4209,Fall 2020,Adv Engineering Mathematics,53,DIS,"Greene,James Clarkson"
16300,Active,8762,MA,330,12,4209,Fall 2020,Adv Engineering Mathematics,35,DIS,"Greene,James Clarkson"
16300,Active,8762,MA,330,21,4199,Fall 2019,Adv Engineering Mathematics,57,DIS,"Greene,James Clarkson"
16300,Active,8782,MA,401,38,4219,Fall 2021,Directed Study in Mathematics,1,RSC,"Greene,James Clarkson"
16300,Active,8829,MA,514,1,4209,Fall 2020,Sets and Topology,9,LEC,"Greene,James Clarkson"
16300,Active,8830,MA,521,1,4202,Spring 2020,Classical Complex Analysis,14,LEC,"Greene,James Clarkson"
16300,Active,13039,MA,710,1,4209,Fall 2020,Dept of Mathematics Colloquium,18,SEM,"Greene,James Clarkson"
16300,Active,13039,MA,710,1,4219,Fall 2021,Dept of Mathematics Colloquium,22,SEM,"Greene,James Clarkson"
16300,Active,8898,MA,725,1,4202,Spring 2020,Seminar in Applied Mathematics,6,SEM,"Greene,James Clarkson"
16300,Active,8904,MA,739,2,4219,Fall 2021,Seminar in Nonlinear Processes,4,SEM,"Greene,James Clarkson"
16300,Active,8905,MA,810,125,4202,Spring 2020,"Thesis, Dissertation or Sp Pro",1,THE,"Greene,James Clarkson"
16300,Active,8905,MA,810,125,4212,Spring 2021,"Thesis, Dissertation or Sp Pro",0,THE,"Greene,James Clarkson"
16300,Active,8905,MA,810,125,4222,Spring 2022,"Thesis, Dissertation or Sp Pro",0,THE,"Greene,James Clarkson"
16300,Active,8743,MA,232,13,4189,Fall 2018,Elementary Differential Eq,10,DIS,"Guarneri,Dominick"
16300,Active,8743,MA,232,21,4192,Spring 2019,Elementary Differential Eq,8,DIS,"Guarneri,Dominick"
16300,Active,8743,MA,232,21,4202,Spring 2020,Elementary Differential Eq,17,DIS,"Guarneri,Dominick"
16300,Active,8742,MA,231,11,4182,Spring 2018,Calculus III,27,DIS,"HajNasr,Ramzy Elias"
16300,Active,8742,MA,231,17,4179,Fall 2017,Calculus III,17,DIS,"HajNasr,Ramzy Elias"
16300,Active,8743,MA,232,23,4219,Fall 2021,Elementary Differential Eq,9,DIS,"Hansen,Matthew Scott"
16300,Active,8743,MA,232,11,4159,Fall 2015,Elementary Differential Eq,27,DIS,"Harrison,Katelyn"
16300,Active,8743,MA,232,22,4162,Spring 2016,Elementary Differential Eq,23,DIS,"Harrison,Katelyn"
16300,Active,11398,STAT,318,2,4152,Spring 2015,Biostatistics,18,LEC,"He,Ying"
16300,Active,11398,STAT,318,2,4162,Spring 2016,Biostatistics,20,LEC,"He,Ying"
16300,Active,11398,STAT,318,10,4152,Spring 2015,Biostatistics,16,LAB,"He,Ying"
16300,Active,11398,STAT,318,10,4162,Spring 2016,Biostatistics,14,LAB,"He,Ying"
16300,Active,11398,STAT,318,20,4152,Spring 2015,Biostatistics,29,LAB,"He,Ying"
16300,Active,11398,STAT,318,20,4162,Spring 2016,Biostatistics,24,LAB,"He,Ying"
16300,Active,11398,STAT,318,30,4152,Spring 2015,Biostatistics,16,LAB,"He,Ying"
16300,Active,11398,STAT,318,30,4162,Spring 2016,Biostatistics,8,LAB,"He,Ying"
16300,Active,8777,MA,381,1,4189,Fall 2018,Probability,23,LEC,"He,Ying"
16300,Active,11182,STAT,381,1,4189,Fall 2018,Probability,15,LEC,"He,Ying"
16300,Active,8779,STAT,383,1,4169,Fall 2016,Probability and Statistics,81,LEC,"He,Ying"
16300,Active,8779,STAT,383,1,4172,Spring 2017,Probability and Statistics,102,LEC,"He,Ying"
16300,Active,8779,STAT,383,1,4179,Fall 2017,Probability and Statistics,82,LEC,"He,Ying"
16300,Active,8779,STAT,383,2,4159,Fall 2015,Probability and Statistics,81,LEC,"He,Ying"
16300,Active,8779,STAT,383,2,4172,Spring 2017,Probability and Statistics,105,LEC,"He,Ying"
16300,Active,8779,STAT,383,2,4189,Fall 2018,Probability and Statistics,84,LEC,"He,Ying"
16300,Active,8779,STAT,383,3,4159,Fall 2015,Probability and Statistics,44,LEC,"He,Ying"
16300,Active,8779,STAT,383,3,4169,Fall 2016,Probability and Statistics,85,LEC,"He,Ying"
16300,Active,8779,STAT,383,3,4172,Spring 2017,Probability and Statistics,0,LEC,"He,Ying"
16300,Active,8819,STAT,488,30,4162,Spring 2016,Statistics Projects,3,IND,"He,Ying"
16300,Active,8819,STAT,488,30,4172,Spring 2017,Statistics Projects,0,IND,"He,Ying"
16300,Active,8819,STAT,488,30,4182,Spring 2018,Statistics Projects,0,IND,"He,Ying"
16300,Active,8847,MA,581,1,4189,Fall 2018,Probability,0,LEC,"He,Ying"
16300,Active,11183,STAT,581,1,4189,Fall 2018,Probability,1,LEC,"He,Ying"
16300,Active,8747,STAT,282,12,4212,Spring 2021,General Statistics,12,DIS,"Hector,Meaghan McKenzie"
16300,Active,8743,MA,232,23,4179,Fall 2017,Elementary Differential Eq,28,DIS,"Heidt,Jared J."
16300,Active,8905,MA,810,37,4146,Summer 2014,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4149,Fall 2014,"Thesis, Dissertation or Sp Pro",2,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4152,Spring 2015,"Thesis, Dissertation or Sp Pro",2,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4156,Summer 2015,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4159,Fall 2015,"Thesis, Dissertation or Sp Pro",2,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4162,Spring 2016,"Thesis, Dissertation or Sp Pro",2,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4166,Summer 2016,"Thesis, Dissertation or Sp Pro",0,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4169,Fall 2016,"Thesis, Dissertation or Sp Pro",2,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4172,Spring 2017,"Thesis, Dissertation or Sp Pro",2,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4176,Summer 2017,"Thesis, Dissertation or Sp Pro",0,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4179,Fall 2017,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4182,Spring 2018,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4186,Summer 2018,"Thesis, Dissertation or Sp Pro",0,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4189,Fall 2018,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4192,Spring 2019,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4196,Summer 2019,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4199,Fall 2019,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4202,Spring 2020,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4206,Summer 2020,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4209,Fall 2020,"Thesis, Dissertation or Sp Pro",1,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4212,Spring 2021,"Thesis, Dissertation or Sp Pro",0,THE,"Helenbrook,Brian"
16300,Active,8905,MA,810,37,4219,Fall 2021,"Thesis, Dissertation or Sp Pro",0,THE,"Helenbrook,Brian"
16300,Active,8726,MA,41,1,4149,Fall 2014,Co-Calculus Mathematics,60,LEC,"Hewa Gajamannage,Kelum Dineshanrathne"
16300,Active,8726,MA,41,3,4149,Fall 2014,Co-Calculus Mathematics,56,LEC,"Hewa Gajamannage,Kelum Dineshanrathne"
