Courses by Dept w Enrlmt,3774,,,,,,,,,,
Acad Org,Current Status,Course ID,Subject,Catalog,Section,Term,Term2,Title,Tot Enrl,Component,Instructor
16300,Active,8905,MA,810,51,4172,Spring 2017,"Thesis, Dissertation or Sp Pro",0,THE,"Matthews,Jeanna N."
16300,Active,8905,MA,810,51,4179,Fall 2017,"Thesis, Dissertation or Sp Pro",0,THE,"Matthews,Jeanna N."
16300,Active,8905,MA,810,51,4189,Fall 2018,"Thesis, Dissertation or Sp Pro",0,THE,"Matthews,Jeanna N."
16300,Active,8905,MA,810,51,4199,Fall 2019,"Thesis, Dissertation or Sp Pro",0,THE,"Matthews,Jeanna N."
16300,Active,8742,MA,231,14,4202,Spring 2020,Calculus III,26,DIS,"McCabe,Sebastian T"
16300,Active,8747,STAT,282,11,4179,Fall 2017,General Statistics,24,DIS,"McDonald,Nicholas Daniel"
16300,Active,8743,MA,232,23,4149,Fall 2014,Elementary Differential Eq,23,DIS,"McGuffey,Charles J."
16300,Active,8743,MA,232,32,4152,Spring 2015,Elementary Differential Eq,29,DIS,"McGuffey,Charles J."
16300,Active,8747,STAT,282,13,4162,Spring 2016,General Statistics,4,DIS,"Mcherron,Ryan"
16300,Active,10507,MA,181,12,4179,Fall 2017,Basic Calculus,8,DIS,"McKeen,Lauren A"
16300,Active,8743,MA,232,41,4179,Fall 2017,Elementary Differential Eq,10,DIS,"McNally,Zachary Patrick"
16300,Active,8743,MA,232,23,4192,Spring 2019,Elementary Differential Eq,25,DIS,"Meacham,Rachael"
16300,Active,8742,MA,231,32,4192,Spring 2019,Calculus III,18,DIS,"Meacham,Rebecca"
16300,Active,8779,STAT,383,1,4219,Fall 2021,Probability and Statistics,81,LEC,"Meysami,Mohammad"
16300,Active,8779,STAT,383,2,4222,Spring 2022,Probability and Statistics,0,LEC,"Meysami,Mohammad"
16300,Active,8779,STAT,383,3,4222,Spring 2022,Probability and Statistics,0,LEC,"Meysami,Mohammad"
16300,Active,8743,MA,232,21,4162,Spring 2016,Elementary Differential Eq,14,DIS,"Miele,Elizabeth A."
16300,Active,8743,MA,232,12,4162,Spring 2016,Elementary Differential Eq,16,DIS,"Miele,Sarah"
16300,Active,8743,MA,232,21,4152,Spring 2015,Elementary Differential Eq,20,DIS,"Miele,Sarah"
16300,Active,8743,MA,232,24,4159,Fall 2015,Elementary Differential Eq,28,DIS,"Miele,Sarah"
16300,Active,8743,MA,232,32,4149,Fall 2014,Elementary Differential Eq,28,DIS,"Miele,Sarah"
16300,Active,10149,MA,42,5,4219,Fall 2021,Co-Calculus II,16,DIS,"Mohamed,Sasha"
16300,Active,8742,MA,231,24,4219,Fall 2021,Calculus III,15,DIS,"Mohamed,Sasha"
16300,Active,8742,MA,231,32,4212,Spring 2021,Calculus III,22,DIS,"Mohamed,Sasha"
16300,Active,8742,MA,231,34,4212,Spring 2021,Calculus III,19,DIS,"Mohamed,Sasha"
16300,Active,12919,DS,241,1,4199,Fall 2019,Introduction to Data Science,7,LEC,"Mondal,Sumona"
16300,Active,8747,STAT,282,1,4169,Fall 2016,General Statistics,84,LEC,"Mondal,Sumona"
16300,Active,8747,STAT,282,11,4169,Fall 2016,General Statistics,24,DIS,"Mondal,Sumona"
16300,Active,8747,STAT,282,12,4169,Fall 2016,General Statistics,25,DIS,"Mondal,Sumona"
16300,Active,8747,STAT,282,13,4169,Fall 2016,General Statistics,7,DIS,"Mondal,Sumona"
16300,Active,8747,STAT,282,14,4169,Fall 2016,General Statistics,23,DIS,"Mondal,Sumona"
16300,Active,8747,STAT,282,15,4169,Fall 2016,General Statistics,5,DIS,"Mondal,Sumona"
16300,Active,11398,STAT,318,1,4152,Spring 2015,Biostatistics,43,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,1,4162,Spring 2016,Biostatistics,26,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,1,4172,Spring 2017,Biostatistics,37,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,1,4182,Spring 2018,Biostatistics,40,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,1,4192,Spring 2019,Biostatistics,30,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,1,4202,Spring 2020,Biostatistics,33,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,1,4212,Spring 2021,Biostatistics,31,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,2,4172,Spring 2017,Biostatistics,20,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,2,4192,Spring 2019,Biostatistics,18,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,2,4202,Spring 2020,Biostatistics,26,LEC,"Mondal,Sumona"
16300,Active,11398,STAT,318,10,4152,Spring 2015,Biostatistics,16,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,10,4162,Spring 2016,Biostatistics,14,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,10,4172,Spring 2017,Biostatistics,13,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,10,4182,Spring 2018,Biostatistics,9,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,10,4192,Spring 2019,Biostatistics,10,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,10,4202,Spring 2020,Biostatistics,25,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,10,4212,Spring 2021,Biostatistics,11,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,20,4152,Spring 2015,Biostatistics,29,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,20,4162,Spring 2016,Biostatistics,24,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,20,4172,Spring 2017,Biostatistics,20,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,20,4182,Spring 2018,Biostatistics,26,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,20,4192,Spring 2019,Biostatistics,15,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,20,4202,Spring 2020,Biostatistics,23,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,20,4212,Spring 2021,Biostatistics,20,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,30,4152,Spring 2015,Biostatistics,16,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,30,4162,Spring 2016,Biostatistics,8,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,30,4172,Spring 2017,Biostatistics,24,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,30,4182,Spring 2018,Biostatistics,25,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,30,4192,Spring 2019,Biostatistics,23,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,30,4202,Spring 2020,Biostatistics,11,LAB,"Mondal,Sumona"
16300,Active,11398,STAT,318,30,4212,Spring 2021,Biostatistics,11,LAB,"Mondal,Sumona"
16300,Active,8777,MA,381,1,4209,Fall 2020,Probability,11,LEC,"Mondal,Sumona"
16300,Active,11182,STAT,381,1,4209,Fall 2020,Probability,15,LEC,"Mondal,Sumona"
16300,Active,11184,STAT,382,1,4152,Spring 2015,Mathematical Statistics,30,LEC,"Mondal,Sumona"
16300,Active,11184,STAT,382,1,4212,Spring 2021,Mathematical Statistics,15,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,1,4149,Fall 2014,Probability and Statistics,94,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,1,4179,Fall 2017,Probability and Statistics,82,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,1,4189,Fall 2018,Probability and Statistics,88,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,2,4149,Fall 2014,Probability and Statistics,77,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,2,4169,Fall 2016,Probability and Statistics,89,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,2,4179,Fall 2017,Probability and Statistics,78,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,3,4179,Fall 2017,Probability and Statistics,78,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,3,4189,Fall 2018,Probability and Statistics,81,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,72,4146,Summer 2014,Probability and Statistics,1,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,72,4146,Summer 2014,Probability and Statistics,3,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,72,4156,Summer 2015,Probability and Statistics,1,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,72,4176,Summer 2017,Probability and Statistics,1,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,D1,4156,Summer 2015,Probability and Statistics,7,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,D1,4166,Summer 2016,Probability and Statistics,5,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,D1,4176,Summer 2017,Probability and Statistics,4,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,D1,4186,Summer 2018,Probability and Statistics,4,LEC,"Mondal,Sumona"
16300,Active,8779,STAT,383,DIST,4146,Summer 2014,Probability and Statistics,8,LEC,"Mondal,Sumona"
16300,Active,8780,STAT,384,1,4162,Spring 2016,Applied Statistics II,38,LEC,"Mondal,Sumona"
16300,Active,8780,STAT,384,1,4166,Summer 2016,Applied Statistics II,2,LEC,"Mondal,Sumona"
16300,Active,8780,STAT,384,1,4182,Spring 2018,Advanced Applied Statistics,44,LEC,"Mondal,Sumona"
16300,Active,8780,STAT,384,1,4202,Spring 2020,Advanced Applied Statistics,33,LEC,"Mondal,Sumona"
16300,Active,8780,STAT,384,D1,4156,Summer 2015,Applied Statistics II,3,LEC,"Mondal,Sumona"
16300,Active,8780,STAT,384,DIST,4146,Summer 2014,Applied Statistics II,4,LEC,"Mondal,Sumona"
16300,Active,12934,STAT,389,1,4199,Fall 2019,Prob & Stat with Mult Analysis,30,LEC,"Mondal,Sumona"
16300,Active,12934,STAT,389,1,4219,Fall 2021,Prob & Stat with Mult Analysis,26,LEC,"Mondal,Sumona"
16300,Active,12934,STAT,389,01A,4209,Fall 2020,Prob & Stat with Mult Analysis,18,LEC,"Mondal,Sumona"
16300,Active,12934,STAT,389,01B,4209,Fall 2020,Prob & Stat with Mult Analysis,17,LEC,"Mondal,Sumona"
16300,Active,8790,MA,409,72,4149,Fall 2014,DS in Probability & Statistics,0,IND,"Mondal,Sumona"
16300,Active,8790,MA,409,72,4159,Fall 2015,DS in Probability & Statistics,0,IND,"Mondal,Sumona"
16300,Active,8790,MA,409,72,4169,Fall 2016,DS in Probability & Statistics,0,IND,"Mondal,Sumona"
16300,Active,11346,STAT,409,72,4149,Fall 2014,DS in Probability & Statistics,0,IND,"Mondal,Sumona"
16300,Active,11346,STAT,409,72,4159,Fall 2015,DS in Probability & Statistics,0,IND,"Mondal,Sumona"
16300,Active,11346,STAT,409,72,4169,Fall 2016,DS in Probability & Statistics,0,IND,"Mondal,Sumona"
16300,Active,8804,MA,431,72,4149,Fall 2014,Math Course Assistance,0,IND,"Mondal,Sumona"
16300,Active,8804,MA,431,72,4159,Fall 2015,Math Course Assistance,0,IND,"Mondal,Sumona"
16300,Active,8804,MA,431,72,4169,Fall 2016,Math Course Assistance,0,IND,"Mondal,Sumona"
16300,Active,8804,MA,431,72,4179,Fall 2017,Math Course Assistance,0,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4149,Fall 2014,Statistics Projects,1,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4152,Spring 2015,Statistics Projects,6,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4162,Spring 2016,Statistics Projects,2,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4172,Spring 2017,Statistics Projects,0,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4179,Fall 2017,Statistics Projects,1,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4182,Spring 2018,Statistics Projects,2,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4189,Fall 2018,Statistics Projects,2,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4192,Spring 2019,Statistics Projects,2,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4199,Fall 2019,Statistics Projects,0,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4202,Spring 2020,Statistics Projects,1,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4209,Fall 2020,Statistics Projects,5,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4212,Spring 2021,Statistics Projects,0,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4219,Fall 2021,Statistics Projects,0,IND,"Mondal,Sumona"
16300,Active,8819,STAT,488,72,4222,Spring 2022,Statistics Projects,0,IND,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4149,Fall 2014,Undergraduate Research,0,IND,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4152,Spring 2015,Undergraduate Research,0,IND,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4159,Fall 2015,Undergraduate Research,0,IND,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4162,Spring 2016,Undergraduate Research,0,IND,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4169,Fall 2016,Undergraduate Research,1,IND,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4172,Spring 2017,Undergraduate Research,0,IND,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4179,Fall 2017,Undergraduate Research,0,RSC,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4189,Fall 2018,Undergraduate Research,0,RSC,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4199,Fall 2019,Undergraduate Research,1,RSC,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4209,Fall 2020,Undergraduate Research,0,RSC,"Mondal,Sumona"
16300,Active,8822,MA,497,72,4219,Fall 2021,Undergraduate Research,0,RSC,"Mondal,Sumona"
16300,Active,8847,MA,581,1,4209,Fall 2020,Probability,3,LEC,"Mondal,Sumona"
16300,Active,11183,STAT,581,1,4209,Fall 2020,Probability,0,LEC,"Mondal,Sumona"
16300,Active,11185,STAT,582,1,4152,Spring 2015,Mathematical Statistics I,6,LEC,"Mondal,Sumona"
16300,Active,11185,STAT,582,1,4212,Spring 2021,Mathematical Statistics I,2,LEC,"Mondal,Sumona"
16300,Active,8849,STAT,584,1,4162,Spring 2016,Advanced Applied Statistics,4,LEC,"Mondal,Sumona"
16300,Active,8849,STAT,584,1,4182,Spring 2018,Advanced Applied Statistics,5,LEC,"Mondal,Sumona"
16300,Active,8849,STAT,584,1,4202,Spring 2020,Advanced Applied Statistics,7,LEC,"Mondal,Sumona"
16300,Active,8849,STAT,584,D1,4156,Summer 2015,Advanced Applied Statistics,0,LEC,"Mondal,Sumona"
16300,Active,8849,STAT,584,D1,4166,Summer 2016,Advanced Applied Statistics,0,LEC,"Mondal,Sumona"
16300,Active,11347,STAT,709,72,4149,Fall 2014,DS in Probability & Stats,0,IND,"Mondal,Sumona"
16300,Active,11347,STAT,709,72,4152,Spring 2015,DS in Probability & Stats,0,IND,"Mondal,Sumona"
16300,Active,11347,STAT,709,72,4159,Fall 2015,DS in Probability & Stats,0,IND,"Mondal,Sumona"
16300,Active,11347,STAT,709,72,4162,Spring 2016,DS in Probability & Stats,1,IND,"Mondal,Sumona"
16300,Active,11347,STAT,709,72,4169,Fall 2016,DS in Probability & Stats,0,IND,"Mondal,Sumona"
16300,Active,11347,STAT,709,72,4172,Spring 2017,DS in Probability & Stats,0,IND,"Mondal,Sumona"
16300,Active,11347,STAT,709,72,4199,Fall 2019,DS in Probability & Stats,3,IND,"Mondal,Sumona"
16300,Active,11347,STAT,709,72,4209,Fall 2020,DS in Probability & Stats,0,IND,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4146,Summer 2014,"Thesis, Dissertation or Sp Pro",1,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4149,Fall 2014,"Thesis, Dissertation or Sp Pro",2,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4152,Spring 2015,"Thesis, Dissertation or Sp Pro",2,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4156,Summer 2015,"Thesis, Dissertation or Sp Pro",0,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4159,Fall 2015,"Thesis, Dissertation or Sp Pro",2,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4162,Spring 2016,"Thesis, Dissertation or Sp Pro",1,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4166,Summer 2016,"Thesis, Dissertation or Sp Pro",0,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4169,Fall 2016,"Thesis, Dissertation or Sp Pro",0,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4172,Spring 2017,"Thesis, Dissertation or Sp Pro",1,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4176,Summer 2017,"Thesis, Dissertation or Sp Pro",0,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4179,Fall 2017,"Thesis, Dissertation or Sp Pro",1,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4182,Spring 2018,"Thesis, Dissertation or Sp Pro",1,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4186,Summer 2018,"Thesis, Dissertation or Sp Pro",0,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4189,Fall 2018,"Thesis, Dissertation or Sp Pro",3,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4192,Spring 2019,"Thesis, Dissertation or Sp Pro",3,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4196,Summer 2019,"Thesis, Dissertation or Sp Pro",0,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4199,Fall 2019,"Thesis, Dissertation or Sp Pro",3,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4202,Spring 2020,"Thesis, Dissertation or Sp Pro",4,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4206,Summer 2020,"Thesis, Dissertation or Sp Pro",0,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4209,Fall 2020,"Thesis, Dissertation or Sp Pro",4,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4212,Spring 2021,"Thesis, Dissertation or Sp Pro",5,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4219,Fall 2021,"Thesis, Dissertation or Sp Pro",4,THE,"Mondal,Sumona"
16300,Active,8905,MA,810,72,4222,Spring 2022,"Thesis, Dissertation or Sp Pro",0,THE,"Mondal,Sumona"
16300,Active,8742,MA,231,31,4209,Fall 2020,Calculus III,29,DIS,"Monette,Kyle"
16300,Active,8742,MA,231,31,4219,Fall 2021,Calculus III,20,DIS,"Monette,Kyle"
16300,Active,8742,MA,231,32,4209,Fall 2020,Calculus III,30,DIS,"Monette,Kyle"
16300,Active,8742,MA,231,32,4219,Fall 2021,Calculus III,16,DIS,"Monette,Kyle"
16300,Active,8743,MA,232,22,4219,Fall 2021,Elementary Differential Eq,24,DIS,"Monette,Kyle"
16300,Active,8743,MA,232,31,4212,Spring 2021,Elementary Differential Eq,11,DIS,"Monette,Kyle"
16300,Active,8743,MA,232,32,4212,Spring 2021,Elementary Differential Eq,12,DIS,"Monette,Kyle"
16300,Active,10506,MA,180,11,4192,Spring 2019,Intro College Mathematics,12,DIS,"Moore,Luke Charles"
16300,Active,10506,MA,180,23,4189,Fall 2018,Intro College Mathematics,28,DIS,"Moore,Luke Charles"
16300,Active,8747,STAT,282,14,4159,Fall 2015,General Statistics,21,DIS,"Morris,Robert"
16300,Active,8747,STAT,282,15,4159,Fall 2015,General Statistics,3,DIS,"Morris,Robert"
16300,Active,8732,MA,131,1,4189,Fall 2018,Calculus I,85,LEC,"Morrison,Sara A."
16300,Active,8732,MA,131,2,4189,Fall 2018,Calculus I,99,LEC,"Morrison,Sara A."
16300,Active,8732,MA,131,7,4189,Fall 2018,Calculus I,23,LEC,"Yao,Guangming"
16300,Active,8733,MA,132,4,4192,Spring 2019,Calculus II,46,LEC,"Batthana Mudiyanselage,Shandeepa Dilhani Wickramas"
16300,Active,8732,MA,131,1,4192,Spring 2019,Calculus I,80,LEC,"Kavanagh,Kathleen R"
16300,Active,8733,MA,132,3,4192,Spring 2019,Calculus II,83,LEC,"Martin,Christopher J."
16300,Active,8733,MA,132,5,4192,Spring 2019,Calculus II,84,LEC,"Martin,Christopher J."
16300,Active,8733,MA,132,7,4192,Spring 2019,Calculus II,17,LEC,"Martin,Christopher J."
16300,Active,8733,MA,132,1,4192,Spring 2019,Calculus II,73,LEC,"Morrison,Sara A."
16300,Active,8733,MA,132,2,4192,Spring 2019,Calculus II,85,LEC,"Morrison,Sara A."
16300,Active,8732,MA,131,1,4192,Spring 2019,Calculus I,80,LEC,"Reed,Rachel A"
16300,Active,8732,MA,131,11,4189,Fall 2018,Calculus I,20,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,11,4209,Fall 2020,Calculus I,28,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,12,4189,Fall 2018,Calculus I,22,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,12,4209,Fall 2020,Calculus I,15,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,13,4189,Fall 2018,Calculus I,24,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,13,4209,Fall 2020,Calculus I,27,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,14,4189,Fall 2018,Calculus I,19,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,14,4209,Fall 2020,Calculus I,15,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,21,4159,Fall 2015,Calculus I,29,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,21,4179,Fall 2017,Calculus I,27,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,21,4189,Fall 2018,Calculus I,27,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,21,4209,Fall 2020,Calculus I,24,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,22,4159,Fall 2015,Calculus I,29,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,22,4179,Fall 2017,Calculus I,19,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,22,4189,Fall 2018,Calculus I,27,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,22,4209,Fall 2020,Calculus I,25,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,23,4159,Fall 2015,Calculus I,24,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,23,4179,Fall 2017,Calculus I,22,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,23,4189,Fall 2018,Calculus I,22,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,23,4209,Fall 2020,Calculus I,23,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,24,4159,Fall 2015,Calculus I,26,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,24,4179,Fall 2017,Calculus I,21,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,24,4189,Fall 2018,Calculus I,23,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,24,4209,Fall 2020,Calculus I,24,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,31,4169,Fall 2016,Calculus I,25,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,31,4179,Fall 2017,Calculus I,25,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,32,4169,Fall 2016,Calculus I,20,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,32,4179,Fall 2017,Calculus I,16,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,33,4169,Fall 2016,Calculus I,24,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,33,4179,Fall 2017,Calculus I,19,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,34,4169,Fall 2016,Calculus I,18,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,34,4179,Fall 2017,Calculus I,16,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,41,4219,Fall 2021,Calculus I,22,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,42,4219,Fall 2021,Calculus I,17,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,43,4219,Fall 2021,Calculus I,21,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,44,4219,Fall 2021,Calculus I,20,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,51,4219,Fall 2021,Calculus I,24,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,52,4219,Fall 2021,Calculus I,16,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,53,4219,Fall 2021,Calculus I,24,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,54,4219,Fall 2021,Calculus I,14,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,71,4149,Fall 2014,Calculus I,24,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,72,4149,Fall 2014,Calculus I,23,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,73,4149,Fall 2014,Calculus I,28,DIS,"Morrison,Sara A."
16300,Active,8732,MA,131,74,4149,Fall 2014,Calculus I,21,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,6,4192,Spring 2019,Calculus II,52,LEC,"White,Diana Terese"
16300,Active,8733,MA,132,3,4199,Fall 2019,Calculus II,34,LEC,"Athavale,Prashant Vinayak"
16300,Active,8732,MA,131,6,4199,Fall 2019,Calculus I,64,LEC,"Batthana Mudiyanselage,Shandeepa Dilhani Wickramas"
16300,Active,8732,MA,131,4,4199,Fall 2019,Calculus I,62,LEC,"Martin,Christopher J."
16300,Active,8732,MA,131,5,4199,Fall 2019,Calculus I,86,LEC,"Martin,Christopher J."
16300,Active,8733,MA,132,1,4199,Fall 2019,Calculus II,69,LEC,"Martin,Christopher J."
16300,Active,8732,MA,131,1,4199,Fall 2019,Calculus I,68,LEC,"Priyankara,Kanaththa Gamage Don Sulalitha"
16300,Active,8732,MA,131,2,4199,Fall 2019,Calculus I,84,LEC,"Priyankara,Kanaththa Gamage Don Sulalitha"
16300,Active,8732,MA,131,3,4199,Fall 2019,Calculus I,100,LEC,"White,Diana Terese"
16300,Active,8733,MA,132,2,4199,Fall 2019,Calculus II,66,LEC,"White,Diana Terese"
16300,Active,8732,MA,131,7,4199,Fall 2019,Calculus I,20,LEC,"Yao,Guangming"
16300,Active,8733,MA,132,1,4202,Spring 2020,Calculus II,52,LEC,"Annan,William Ebo"
16300,Active,8733,MA,132,3,4202,Spring 2020,Calculus II,74,LEC,"Atindama,Emmanuel Atoleya"
16300,Active,8732,MA,131,1,4202,Spring 2020,Calculus I,85,LEC,"Kavanagh,Kathleen R"
16300,Active,8733,MA,132,11,4149,Fall 2014,Calculus II,9,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,11,4192,Spring 2019,Calculus II,18,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,11,4202,Spring 2020,Calculus II,14,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,11,4212,Spring 2021,Calculus II,12,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,11,4222,Spring 2022,Calculus II,0,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,12,4149,Fall 2014,Calculus II,20,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,12,4192,Spring 2019,Calculus II,23,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,12,4202,Spring 2020,Calculus II,17,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,12,4212,Spring 2021,Calculus II,6,DIS,"Morrison,Sara A."
16300,Active,8733,MA,132,12,4222,Spring 2022,Calculus II,0,DIS,"Morrison,Sara A."
